"record_id","source_path","target_path","target_anchor","fragment_id","owner","service","section","surface","consumer_surfaces","capability","slice_id","integration_scope","layer","artifact_type","imports","runtime_data","api_binding","db_dependency","auth_dependency","wlt_dependency","ui_kit_compliance","test_coverage","evidence","decision","action","risk","rollback","status","next_action"
"EXT-0167","SPEC:DSH-009:route","services/dsh/frontend/app-client/address-zone-serviceability/AddressZoneServiceabilityRoute.tsx","","fragment:EXT-0167","dsh","dsh","none","app-client","","address-zone-serviceability","DSH-009","none","route","planned-route","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-009 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-009 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0168","SPEC:DSH-009:app-mount","apps/app-client","","fragment:EXT-0168","dsh","dsh","none","app-client","","address-zone-serviceability","DSH-009","none","app-mount","planned-app-mount","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-009 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-009 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0169","SPEC:DSH-009:docker","infra/docker/profiles/dsh","","fragment:EXT-0169","dsh","dsh","none","app-client","","address-zone-serviceability","DSH-009","none","docker","planned-docker","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-009 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-009 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0170","SPEC:DSH-009:guard","services/dsh/guards/dsh-009","","fragment:EXT-0170","dsh","dsh","none","app-client","","address-zone-serviceability","DSH-009","none","guard","planned-guard","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-009 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-009 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0171","SPEC:DSH-009:evidence","tools/registry/runs/DSH-009-<SESSION>","","fragment:EXT-0171","core","core","none","app-client","","identity-access","DSH-009","none","evidence","planned-evidence","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-009 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-009 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0172","SPEC:DSH-009:visual-reference","DONOR_VISUAL_REFERENCE:DSH-009","","fragment:EXT-0172","dsh","dsh","none","app-client","","address-zone-serviceability","DSH-009","none","visual-reference","planned-visual-reference","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-009 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-009 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0173","SPEC:DSH-010:governance","services/dsh/service.manifest.ts","","fragment:EXT-0173","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","governance","service-manifest","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0174","SPEC:DSH-010:domain","services/dsh/domain/order-cancellation-refund-bridge/order-cancellation-refund-bridge.types.ts","","fragment:EXT-0174","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","domain","planned-domain","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0175","SPEC:DSH-010:contract","services/dsh/contracts/dsh.openapi.yaml","contract:DSH-010","fragment:EXT-0175","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","contract","planned-contract","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0176","SPEC:DSH-010:database","services/dsh/database/migrations/dsh-010_order_cancellation_refund_bridge.sql","","fragment:EXT-0176","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","database","planned-database","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0177","SPEC:DSH-010:backend","services/dsh/backend/order-cancellation-refund-bridge","","fragment:EXT-0177","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","backend","planned-backend","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0178","SPEC:DSH-010:client","services/dsh/clients/generated/order-cancellation-refund-bridge","","fragment:EXT-0178","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","client","planned-client","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0179","SPEC:DSH-010:frontend-shared","services/dsh/frontend/shared/order-cancellation-refund-bridge","","fragment:EXT-0179","dsh","dsh","none","shared","app-client|app-partner|app-captain|control-panel","order-cancellation-refund-bridge","DSH-010","none","frontend-shared","planned-frontend-shared","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0180","SPEC:DSH-010:screen","services/dsh/frontend/shared/order-cancellation-refund-bridge/OrderCancellationRefundBridgeScreen.tsx","component:OrderCancellationRefundBridgeScreen","fragment:EXT-0180","dsh","dsh","none","shared","app-client|app-partner|app-captain|control-panel","order-cancellation-refund-bridge","DSH-010","none","screen","planned-screen","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0181","SPEC:DSH-010:route","services/dsh/frontend/shared/order-cancellation-refund-bridge/OrderCancellationRefundBridgeRoute.tsx","","fragment:EXT-0181","dsh","dsh","none","shared","app-client|app-partner|app-captain|control-panel","order-cancellation-refund-bridge","DSH-010","none","route","planned-route","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0182","SPEC:DSH-010:app-mount","shared/app-shell","","fragment:EXT-0182","shared-app-shell","shared-app-shell","none","shared","","order-cancellation-refund-bridge","DSH-010","none","app-mount","planned-app-mount","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","unclear dsh/wlt ownership","keep donor as reference only","BLOCKED_NEEDS_EVIDENCE","Keep inventory-only until preceding slices close"
"EXT-0183","SPEC:DSH-010:docker","infra/docker/profiles/dsh","","fragment:EXT-0183","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","docker","planned-docker","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","unclear dsh/wlt ownership","keep donor as reference only","BLOCKED_NEEDS_EVIDENCE","Keep inventory-only until preceding slices close"
"EXT-0184","SPEC:DSH-010:guard","services/dsh/guards/dsh-010","","fragment:EXT-0184","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","guard","planned-guard","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0185","SPEC:DSH-010:evidence","tools/registry/runs/DSH-010-<SESSION>","","fragment:EXT-0185","core","core","none","shared","","identity-access","DSH-010","none","evidence","planned-evidence","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0186","SPEC:DSH-010:visual-reference","DONOR_VISUAL_REFERENCE:DSH-010","","fragment:EXT-0186","dsh","dsh","none","shared","","order-cancellation-refund-bridge","DSH-010","none","visual-reference","planned-visual-reference","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-010 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-010 after its entry gate","unclear dsh/wlt ownership","keep donor as reference only","BLOCKED_NEEDS_EVIDENCE","Keep inventory-only until preceding slices close"
"EXT-0187","SPEC:DSH-014:governance","services/dsh/service.manifest.ts","section:support","fragment:EXT-0187","dsh","dsh","support","shared","","support-queue","DSH-014","none","governance","service-manifest","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0188","SPEC:DSH-014:domain","services/dsh/domain/operations-support/operations-support.types.ts","section:support","fragment:EXT-0188","dsh","dsh","support","shared","","support-queue","DSH-014","none","domain","planned-domain","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0189","SPEC:DSH-014:contract","services/dsh/contracts/dsh.openapi.yaml","contract:DSH-014","fragment:EXT-0189","dsh","dsh","support","shared","","support-queue","DSH-014","none","contract","planned-contract","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0190","SPEC:DSH-014:database","services/dsh/database/migrations/dsh-011_operations_support.sql","section:support","fragment:EXT-0190","dsh","dsh","support","shared","","support-queue","DSH-014","none","database","planned-database","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0191","SPEC:DSH-014:backend","services/dsh/backend/operations-support","section:support","fragment:EXT-0191","dsh","dsh","support","backend","","support-queue","DSH-014","none","backend","planned-backend","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0192","SPEC:DSH-014:client","services/dsh/clients/generated/operations-support","section:support","fragment:EXT-0192","dsh","dsh","support","shared","","support-queue","DSH-014","none","client","planned-client","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0193","SPEC:DSH-011:frontend-shared","services/dsh/frontend/shared/operations-support","","fragment:EXT-0193","dsh","dsh","operations","shared","app-client|app-partner|app-captain|app-field|control-panel","operations-room","DSH-011","none","frontend-shared","planned-frontend-shared","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0194","SPEC:DSH-014:screen","services/dsh/frontend/control-panel/support/OperationsSupportScreen.tsx","component:OperationsSupportScreen","fragment:EXT-0194","dsh","dsh","support","control-panel","","support-queue","DSH-014","none","screen","planned-screen","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0195","SPEC:DSH-014:route","services/dsh/frontend/control-panel/support/OperationsSupportRoute.tsx","section:support","fragment:EXT-0195","dsh","dsh","support","control-panel","","support-queue","DSH-014","none","route","planned-route","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0196","SPEC:DSH-014:app-mount","apps/control-panel","section:support","fragment:EXT-0196","dsh","dsh","support","shared","","support-queue","DSH-014","none","app-mount","planned-app-mount","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0197","SPEC:DSH-014:docker","infra/docker/profiles/dsh","section:support","fragment:EXT-0197","dsh","dsh","support","infra","","support-queue","DSH-014","none","docker","planned-docker","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0198","SPEC:DSH-014:guard","services/dsh/guards/dsh-011","section:support","fragment:EXT-0198","dsh","dsh","support","shared","","support-queue","DSH-014","none","guard","planned-guard","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0199","SPEC:PLATFORM-001:evidence","tools/registry/runs/DSH-011-<SESSION>","section:platform","fragment:EXT-0199","core","core","none","evidence","","platform-readiness","PLATFORM-001","none","evidence","planned-evidence","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0200","SPEC:DSH-014:visual-reference","DONOR_VISUAL_REFERENCE:DSH-011","section:support","fragment:EXT-0200","dsh","dsh","support","reference","","support-queue","DSH-014","none","visual-reference","planned-visual-reference","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-011 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-011 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0201","SPEC:DSH-012:governance","services/dsh/service.manifest.ts","","fragment:EXT-0201","dsh","dsh","none","shared","","media-reference","DSH-012","none","governance","service-manifest","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-012 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-012 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0202","SPEC:DSH-012:domain","services/dsh/domain/media-reference/media-reference.types.ts","","fragment:EXT-0202","dsh","dsh","none","shared","","media-reference","DSH-012","none","domain","planned-domain","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-012 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-012 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0203","SPEC:DSH-012:contract","services/dsh/contracts/dsh.openapi.yaml","contract:DSH-012","fragment:EXT-0203","dsh","dsh","none","shared","","media-reference","DSH-012","none","contract","planned-contract","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-012 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-012 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0204","SPEC:DSH-012:database","services/dsh/database/migrations/dsh-012_media_reference.sql","","fragment:EXT-0204","dsh","dsh","none","shared","","media-reference","DSH-012","none","database","planned-database","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-012 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-012 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0205","SPEC:DSH-012:backend","services/dsh/backend/media-reference","","fragment:EXT-0205","dsh","dsh","none","shared","","media-reference","DSH-012","none","backend","planned-backend","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-012 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-012 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0206","SPEC:DSH-012:client","services/dsh/clients/generated/media-reference","","fragment:EXT-0206","dsh","dsh","none","shared","","media-reference","DSH-012","none","client","planned-client","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-012 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-012 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0207","SPEC:DSH-012:frontend-shared","services/dsh/frontend/shared/media-reference","","fragment:EXT-0207","dsh","dsh","none","shared","app-client|app-partner|app-captain|app-field|control-panel","media-reference","DSH-012","none","frontend-shared","planned-frontend-shared","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-012 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-012 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0208","SPEC:DSH-012:screen","services/dsh/frontend/shared/media-reference/MediaReferenceScreen.tsx","component:MediaReferenceScreen","fragment:EXT-0208","dsh","dsh","none","shared","app-client|app-partner|app-captain|app-field|control-panel","media-reference","DSH-012","none","screen","planned-screen","derive from approved service contract only","no runtime truth exists in target for this planned layer","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-012 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-012 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
