"page_id","section","service","capability","slice_id","page_type","target_path","route_path","actor","allowed_actions","api_contract","db_dependency","wlt_boundary","permissions","states_required","filters_required","table_columns_required","bulk_actions_allowed","audit_required","visual_reference_required","evidence_required","status","next_action"
"CP-037","support","dsh","support-queue","DSH-014","queue","services/dsh/frontend/control-panel/support/PartnerMessagingWorkspaceScreen.tsx","services/dsh/frontend/control-panel/support/PartnerMessagingWorkspaceRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","support function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","PartnerMessagingWorkspaceScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-038","support","dsh","support-queue","DSH-014","queue","services/dsh/frontend/control-panel/support/CaptainMessagingWorkspaceScreen.tsx","services/dsh/frontend/control-panel/support/CaptainMessagingWorkspaceRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","support function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","CaptainMessagingWorkspaceScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-039","support","dsh","support-queue","DSH-014","timeline","services/dsh/frontend/control-panel/support/SupportAuditTrailScreen.tsx","services/dsh/frontend/control-panel/support/SupportAuditTrailRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","support function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","SupportAuditTrailScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-040","marketing","dsh","marketing","DSH-015","overview","services/dsh/frontend/control-panel/marketing/MarketingHubScreen.tsx","services/dsh/frontend/control-panel/marketing/MarketingHubRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","marketing function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","MarketingHubScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-041","marketing","dsh","marketing","DSH-015","data-table","services/dsh/frontend/control-panel/marketing/CampaignsScreen.tsx","services/dsh/frontend/control-panel/marketing/CampaignsRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","marketing function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes","yes","CampaignsScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-042","marketing","dsh","marketing","DSH-015","data-table","services/dsh/frontend/control-panel/marketing/OffersScreen.tsx","services/dsh/frontend/control-panel/marketing/OffersRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","marketing function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes","yes","OffersScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-043","marketing","dsh","marketing-approval","DSH-015","review","services/dsh/frontend/control-panel/marketing/MarketingApprovalScreen.tsx","services/dsh/frontend/control-panel/marketing/MarketingApprovalRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","marketing function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","MarketingApprovalScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-044","marketing","dsh","marketing","DSH-015","review","services/dsh/frontend/control-panel/marketing/VideoSubmissionsReviewScreen.tsx","services/dsh/frontend/control-panel/marketing/VideoSubmissionsReviewRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","marketing function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","VideoSubmissionsReviewScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-045","marketing","dsh","marketing","DSH-015","editor","services/dsh/frontend/control-panel/marketing/MediaCampaignScreen.tsx","services/dsh/frontend/control-panel/marketing/MediaCampaignRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","marketing function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes","yes","MediaCampaignScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-046","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/CatalogManagementScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogManagementRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes","yes","CatalogManagementScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-047","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/CategoriesScreen.tsx","services/dsh/frontend/control-panel/catalog/CategoriesRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","CategoriesScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-048","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/ProductsScreen.tsx","services/dsh/frontend/control-panel/catalog/ProductsRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","ProductsScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-049","catalog","dsh","catalog-governance","DSH-002","review","services/dsh/frontend/control-panel/catalog/ItemApprovalScreen.tsx","services/dsh/frontend/control-panel/catalog/ItemApprovalRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","ItemApprovalScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-050","catalog","dsh","catalog-governance","DSH-002","review","services/dsh/frontend/control-panel/catalog/ListingGovernanceScreen.tsx","services/dsh/frontend/control-panel/catalog/ListingGovernanceRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","ListingGovernanceScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-051","catalog","dsh","catalog-governance","DSH-002","detail","services/dsh/frontend/control-panel/catalog/CatalogItemDetailScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogItemDetailRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","CatalogItemDetailScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-052","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/CatalogIdentityGovernanceScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogIdentityGovernanceRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","CatalogIdentityGovernanceScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-053","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/CatalogDuplicateResolutionScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogDuplicateResolutionRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","CatalogDuplicateResolutionScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-054","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/CatalogVisibilityPolicyScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogVisibilityPolicyRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","CatalogVisibilityPolicyScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-055","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/CatalogPartnerHandoffScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogPartnerHandoffRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","CatalogPartnerHandoffScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-056","catalog","dsh","catalog-governance","DSH-002","review","services/dsh/frontend/control-panel/catalog/CatalogMediaGovernanceScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogMediaGovernanceRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","CatalogMediaGovernanceScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-057","catalog","dsh","catalog-governance","DSH-002","editor","services/dsh/frontend/control-panel/catalog/CatalogQuickEntryDraftScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogQuickEntryDraftRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes","yes","CatalogQuickEntryDraftScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-058","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/CatalogTaxonomyGovernanceScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogTaxonomyGovernanceRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","CatalogTaxonomyGovernanceScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-059","catalog","dsh","catalog-governance","DSH-002","data-table","services/dsh/frontend/control-panel/catalog/CatalogBulkOperationsScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogBulkOperationsRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","proposal-only; explicit selection, confirmation, permission and audit","yes for sensitive reads or actions","yes","CatalogBulkOperationsScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-060","catalog","dsh","catalog-governance","DSH-002","timeline","services/dsh/frontend/control-panel/catalog/CatalogAuditTrailScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogAuditTrailRoute.tsx","operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","CatalogAuditTrailScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-061","catalog","dsh","catalog-governance","DSH-002","review","services/dsh/frontend/control-panel/catalog/CatalogPublicationReadinessScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogPublicationReadinessRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","CatalogPublicationReadinessScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-062","catalog","dsh","catalog-governance","DSH-002","queue","services/dsh/frontend/control-panel/catalog/CatalogAdoptionQueueScreen.tsx","services/dsh/frontend/control-panel/catalog/CatalogAdoptionQueueRoute.tsx","operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-002","DSH-owned operational read model","Any financial field is an opaque read-only WLT reference","catalog function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","CatalogAdoptionQueueScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-002 after service contract and read model approval"
"CP-063","platform","core","platform-readiness","PLATFORM-001","overview","apps/control-panel/sections/platform/PlatformOverviewScreen.tsx","apps/control-panel/sections/platform/PlatformOverviewRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","PlatformOverviewScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-064","platform","core","platform-readiness","PLATFORM-001","settings","apps/control-panel/sections/platform/VarsScreen.tsx","apps/control-panel/sections/platform/VarsRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","VarsScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-065","platform","core","platform-readiness","PLATFORM-001","settings","apps/control-panel/sections/platform/AppearanceScreen.tsx","apps/control-panel/sections/platform/AppearanceRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","AppearanceScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-066","platform","core","platform-readiness","PLATFORM-001","data-table","apps/control-panel/sections/platform/ServicesRegistryScreen.tsx","apps/control-panel/sections/platform/ServicesRegistryRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","ServicesRegistryScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-067","platform","core","platform-readiness","PLATFORM-001","data-table","apps/control-panel/sections/platform/ProvidersScreen.tsx","apps/control-panel/sections/platform/ProvidersRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","ProvidersScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-068","platform","core","platform-readiness","PLATFORM-001","timeline","apps/control-panel/sections/platform/RolloutsScreen.tsx","apps/control-panel/sections/platform/RolloutsRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","RolloutsScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-069","platform","core","platform-readiness","PLATFORM-001","metrics","apps/control-panel/sections/platform/HealthScreen.tsx","apps/control-panel/sections/platform/HealthRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","HealthScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-070","platform","core","platform-readiness","PLATFORM-001","timeline","apps/control-panel/sections/platform/AuditScreen.tsx","apps/control-panel/sections/platform/AuditRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","AuditScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-071","platform","core","platform-readiness","PLATFORM-001","settings","apps/control-panel/sections/platform/PermissionsAccessScreen.tsx","apps/control-panel/sections/platform/PermissionsAccessRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","context and time range when applicable","not-applicable","no","yes for sensitive reads or actions","yes","PermissionsAccessScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-072","platform","core","platform-readiness","PLATFORM-001","review","apps/control-panel/sections/platform/AdministrationApprovalChainScreen.tsx","apps/control-panel/sections/platform/AdministrationApprovalChainRoute.tsx","platform-operator","inspect and submit explicitly authorized operational decision with reason and evidence","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes","yes","AdministrationApprovalChainScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
"CP-073","platform","core","platform-readiness","PLATFORM-001","data-table","apps/control-panel/sections/platform/HrReadOnlyScreen.tsx","apps/control-panel/sections/platform/HrReadOnlyRoute.tsx","platform-operator","read,filter,inspect and navigate","NEW_REQUIRED: DSH-owned control-panel contract in DSH-011","DSH-owned operational read model","not-applicable","platform function permission plus tenant and object scope; sensitive reads audited; deny by default","loading|empty|error|permission|success|blocked|retry","status,date,owner,search,cursor plus section-specific filters","identifier,status,owner,updatedAt,risk,auditReference plus page-specific facts","no","yes for sensitive reads or actions","yes","HrReadOnlyScreen route render; all declared states; permission denial; filters; action audit where applicable; RTL and overflow screenshots","INVENTORY_ONLY","Implement only in DSH-011 after service contract and read model approval"
