"journey_id","app","surface","service","capability","slice_id","actor","entry_point","screen_sequence","target_paths","api_contracts","db_dependency","wlt_dependency","permissions","primary_actions","secondary_actions","states_required","offline_or_retry_required","visual_reference_required","evidence_required","status","next_action"
"JRN-033","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > TaskListScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/TaskListScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'TaskListScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","TaskListScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-034","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > TaskDetailScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/TaskDetailScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'TaskDetailScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","TaskDetailScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-035","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > AcceptTaskScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/AcceptTaskScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'AcceptTaskScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","AcceptTaskScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-036","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > PickupFlowScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/PickupFlowScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'PickupFlowScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","PickupFlowScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-037","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > DropoffFlowScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/DropoffFlowScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'DropoffFlowScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","DropoffFlowScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-038","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > LocationStatusReadinessScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/LocationStatusReadinessScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'LocationStatusReadinessScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","LocationStatusReadinessScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-039","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > DeliveryIssueScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/DeliveryIssueScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'DeliveryIssueScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","DeliveryIssueScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-040","app-captain","app-captain","dsh","support-entry","DSH-014","captain","app-captain canonical navigation","captain shell > assignment and shift gate > SupportEntryScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/support-entry/SupportEntryScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'SupportEntryScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","SupportEntryScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-041","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > CodStatusReadScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/CodStatusReadScreen.tsx","NEW_REQUIRED: correlated DSH/WLT service contract","No local runtime truth; use owning service aggregate/read model only","Required read-only WLT reference/status contract","For 'CodStatusReadScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","CodStatusReadScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","BLOCKED_NEEDS_WLT","Retain until DSH-007 entry gate"
"JRN-042","app-captain","app-captain","dsh","captain-tasks","DSH-WLT-001","captain","app-captain canonical navigation","captain shell > assignment and shift gate > PaymentReferenceReadScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/PaymentReferenceReadScreen.tsx","NEW_REQUIRED: correlated DSH/WLT service contract","No local runtime truth; use owning service aggregate/read model only","read-only-reference","For 'PaymentReferenceReadScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","read correlated WLT status/reference without mutating financial truth","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","PaymentReferenceReadScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","BLOCKED_NEEDS_WLT","Retain until DSH-WLT-001 entry gate"
"JRN-043","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > AssignmentConflictScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/AssignmentConflictScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'AssignmentConflictScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","AssignmentConflictScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-044","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > OfflineProofRetryScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/OfflineProofRetryScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'OfflineProofRetryScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","OfflineProofRetryScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-045","app-captain","app-captain","dsh","captain-tasks","DSH-007","captain","app-captain canonical navigation","captain shell > assignment and shift gate > TaskReassignmentScreen > task transition or read-only finance reference > proof, issue, or retry outcome","services/dsh/frontend/app-captain/captain-tasks/TaskReassignmentScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'TaskReassignmentScreen': captain identity plus own/assigned/store scope appropriate to app-captain; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","location/task reads may retry; lifecycle writes retain idempotency key and reject stale assignment","yes","TaskReassignmentScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-046","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > VisitListScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/VisitListScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'VisitListScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","VisitListScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-047","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > VisitDetailScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/VisitDetailScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'VisitDetailScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","VisitDetailScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-048","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > StoreOnboardingScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/StoreOnboardingScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'StoreOnboardingScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","StoreOnboardingScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-049","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > ReadinessChecklistScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/ReadinessChecklistScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'ReadinessChecklistScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","ReadinessChecklistScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-050","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > MediaReferenceScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/MediaReferenceScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'MediaReferenceScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","MediaReferenceScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-051","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > SubmitReadinessScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/SubmitReadinessScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'SubmitReadinessScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","SubmitReadinessScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-052","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > RejectedOrBlockedStateScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/RejectedOrBlockedStateScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'RejectedOrBlockedStateScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","RejectedOrBlockedStateScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-053","app-field","app-field","dsh","support-entry","DSH-014","field","app-field canonical navigation","field shell > assigned visit gate > SupportEntryScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/support-entry/SupportEntryScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'SupportEntryScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","SupportEntryScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-054","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > PartnerIntakeReadinessScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/PartnerIntakeReadinessScreen.tsx","NEW_REQUIRED in DSH-006","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'PartnerIntakeReadinessScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect owned-store order and submit the named partner transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","PartnerIntakeReadinessScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-006 entry gate"
"JRN-055","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > OfflineDraftRecoveryScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/OfflineDraftRecoveryScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'OfflineDraftRecoveryScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","OfflineDraftRecoveryScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
"JRN-056","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > AssignmentConflictScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/AssignmentConflictScreen.tsx","NEW_REQUIRED in DSH-007","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'AssignmentConflictScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned task and submit only the permitted lifecycle transition","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","AssignmentConflictScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-007 entry gate"
"JRN-057","app-field","app-field","dsh","field-onboarding","DSH-008","field","app-field canonical navigation","field shell > assigned visit gate > EvidenceUploadRetryScreen > evidence/checklist draft > online submission, blocked result, or offline retry","services/dsh/frontend/app-field/field-onboarding/EvidenceUploadRetryScreen.tsx","NEW_REQUIRED in DSH-008","No local runtime truth; use owning service aggregate/read model only","none unless explicitly declared by slice","For 'EvidenceUploadRetryScreen': field identity plus own/assigned/store scope appropriate to app-field; deny route and data when scope fails","inspect assigned visit, capture required checklist/evidence, and submit readiness result","refresh authoritative state; retry safely; preserve permitted draft; open contextual support; return without losing confirmed state","loading|empty|error|permission|offline|retry|success|blocked","offline draft allowed only for checklist/evidence metadata; idempotent online submission required","yes","EvidenceUploadRetryScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","INVENTORY_ONLY","Retain until DSH-008 entry gate"
